PRISM Time Series Data
Locations: 87
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2024-11-01 - 2025-10-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Oct-30
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
MilleLacs,-93.6301,45.9380,1240,2024-12-06,0.00,8.7,14.1,19.6,5.7,0.45,1.41
MilleLacs,-93.6301,45.9380,1240,2024-12-07,0.00,19.1,22.8,26.6,17.5,0.53,1.54
MilleLacs,-93.6301,45.9380,1240,2024-12-08,0.00,23.8,35.4,46.9,27.6,0.17,5.49
MilleLacs,-93.6301,45.9380,1240,2024-12-09,0.05,29.1,31.8,34.5,31.0,0.10,0.56
MilleLacs,-93.6301,45.9380,1240,2024-12-10,0.00,18.0,26.2,34.3,21.2,0.07,1.25
MilleLacs,-93.6301,45.9380,1240,2024-12-11,0.02,10.7,15.3,20.0,11.0,0.30,1.18
MilleLacs,-93.6301,45.9380,1240,2024-12-12,0.00,-14.2,-1.8,10.7,-15.2,0.22,0.88
MilleLacs,-93.6301,45.9380,1240,2024-12-13,0.00,-14.4,-7.0,0.4,-15.5,0.19,0.73
MilleLacs,-93.6301,45.9380,1240,2024-12-14,0.00,-9.1,3.3,15.8,-3.0,0.23,1.39
MilleLacs,-93.6301,45.9380,1240,2024-12-15,0.03,15.3,22.7,30.1,23.1,0.00,1.13
MilleLacs,-93.6301,45.9380,1240,2024-12-16,0.02,29.6,31.5,33.3,31.4,0.02,0.48
MilleLacs,-93.6301,45.9380,1240,2024-12-17,0.00,23.7,28.6,33.5,24.1,0.22,1.24
MilleLacs,-93.6301,45.9380,1240,2024-12-18,0.00,18.6,22.5,26.4,16.6,0.46,1.43
MilleLacs,-93.6301,45.9380,1240,2024-12-19,0.12,8.0,14.2,20.3,6.2,0.36,1.76
MilleLacs,-93.6301,45.9380,1240,2024-12-20,0.09,5.8,12.9,20.0,12.1,0.30,0.75
MilleLacs,-93.6301,45.9380,1240,2024-12-21,0.00,-9.6,1.8,13.3,-6.2,0.20,1.33
MilleLacs,-93.6301,45.9380,1240,2024-12-22,0.00,-1.8,8.8,19.4,5.1,0.29,1.11
MilleLacs,-93.6301,45.9380,1240,2024-12-23,0.00,19.3,24.3,29.3,19.4,0.52,1.68
MilleLacs,-93.6301,45.9380,1240,2024-12-24,0.00,18.5,22.4,26.3,18.5,0.11,1.09
MilleLacs,-93.6301,45.9380,1240,2024-12-25,0.00,18.7,23.4,28.0,22.4,0.08,0.39
MilleLacs,-93.6301,45.9380,1240,2024-12-26,0.00,25.9,28.4,30.9,26.7,0.05,0.43
MilleLacs,-93.6301,45.9380,1240,2024-12-27,0.06,29.8,31.8,33.8,30.9,0.07,0.61
MilleLacs,-93.6301,45.9380,1240,2024-12-28,0.20,33.7,36.0,38.2,35.4,0.00,0.22
MilleLacs,-93.6301,45.9380,1240,2024-12-29,0.00,24.8,33.8,42.7,30.2,0.02,2.67
MilleLacs,-93.6301,45.9380,1240,2024-12-30,0.00,28.0,31.6,35.1,30.1,0.04,0.40
MilleLacs,-93.6301,45.9380,1240,2024-12-31,0.00,23.9,27.5,31.1,27.7,0.00,0.47
MilleLacs,-93.6301,45.9380,1240,2025-01-01,0.00,15.9,20.9,25.9,16.5,0.42,1.18
MilleLacs,-93.6301,45.9380,1240,2025-01-02,0.00,11.7,13.9,16.2,7.1,0.53,1.00
MilleLacs,-93.6301,45.9380,1240,2025-01-03,0.00,2.8,10.2,17.5,3.0,0.37,1.43
MilleLacs,-93.6301,45.9380,1240,2025-01-04,0.00,-6.0,2.5,10.9,-7.0,0.28,1.21
MilleLacs,-93.6301,45.9380,1240,2025-01-05,0.00,-6.9,0.6,8.0,-15.4,0.28,1.49
MilleLacs,-93.6301,45.9380,1240,2025-01-06,0.00,-6.0,4.0,13.9,-13.6,0.47,2.07
MilleLacs,-93.6301,45.9380,1240,2025-01-07,0.00,-3.5,8.0,19.4,-7.8,0.39,2.67
MilleLacs,-93.6301,45.9380,1240,2025-01-08,0.00,-0.2,9.0,18.2,-5.8,0.27,2.60
MilleLacs,-93.6301,45.9380,1240,2025-01-09,0.00,-2.2,7.6,17.5,2.9,0.23,1.47
MilleLacs,-93.6301,45.9380,1240,2025-01-10,0.08,12.1,18.8,25.5,15.2,0.28,1.13
MilleLacs,-93.6301,45.9380,1240,2025-01-11,0.00,11.2,18.1,24.9,11.4,0.33,1.47
MilleLacs,-93.6301,45.9380,1240,2025-01-12,0.19,11.4,16.0,20.6,14.3,0.21,0.97
MilleLacs,-93.6301,45.9380,1240,2025-01-13,0.00,-10.1,3.9,18.0,-2.3,0.19,0.88
MilleLacs,-93.6301,45.9380,1240,2025-01-14,0.00,-13.2,-6.4,0.3,-14.5,0.20,0.60
MilleLacs,-93.6301,45.9380,1240,2025-01-15,0.00,-13.6,-4.2,5.3,-12.7,0.17,0.87
MilleLacs,-93.6301,45.9380,1240,2025-01-16,0.00,-8.1,11.8,31.7,13.1,0.20,1.76
MilleLacs,-93.6301,45.9380,1240,2025-01-17,0.00,25.1,29.5,33.9,21.8,0.79,2.66
MilleLacs,-93.6301,45.9380,1240,2025-01-18,0.00,-0.7,17.8,36.2,11.4,0.49,2.98
MilleLacs,-93.6301,45.9380,1240,2025-01-19,0.00,-18.9,-7.5,3.9,-16.8,0.20,0.97
MilleLacs,-93.6301,45.9380,1240,2025-01-20,0.00,-22.7,-14.5,-6.4,-24.0,0.14,0.55
MilleLacs,-93.6301,45.9380,1240,2025-01-21,0.00,-27.8,-19.4,-11.1,-29.3,0.11,0.43
MilleLacs,-93.6301,45.9380,1240,2025-01-22,0.00,-27.7,-6.1,15.4,-13.0,0.12,1.16
MilleLacs,-93.6301,45.9380,1240,2025-01-23,0.00,-7.6,9.3,26.3,1.3,0.24,1.69
MilleLacs,-93.6301,45.9380,1240,2025-01-24,0.00,-11.4,-2.2,7.1,-13.2,0.20,1.28
MilleLacs,-93.6301,45.9380,1240,2025-01-25,0.02,-3.6,11.4,26.4,10.3,0.29,1.35
MilleLacs,-93.6301,45.9380,1240,2025-01-26,0.00,1.3,12.5,23.8,5.3,0.27,1.69
MilleLacs,-93.6301,45.9380,1240,2025-01-27,0.00,2.5,16.7,31.0,8.2,0.36,3.29
MilleLacs,-93.6301,45.9380,1240,2025-01-28,0.00,18.5,26.9,35.3,18.4,0.92,2.96
MilleLacs,-93.6301,45.9380,1240,2025-01-29,0.00,26.7,33.8,40.9,22.6,1.00,4.39
MilleLacs,-93.6301,45.9380,1240,2025-01-30,0.00,18.4,24.9,31.4,16.2,0.36,2.97
MilleLacs,-93.6301,45.9380,1240,2025-01-31,0.00,16.1,31.6,47.0,21.1,0.27,6.47
MilleLacs,-93.6301,45.9380,1240,2025-02-01,0.00,16.4,24.3,32.3,10.0,0.78,3.04
MilleLacs,-93.6301,45.9380,1240,2025-02-02,0.14,16.8,22.7,28.5,17.0,0.24,1.56
MilleLacs,-93.6301,45.9380,1240,2025-02-03,0.11,14.7,24.0,33.3,18.1,0.14,2.19
MilleLacs,-93.6301,45.9380,1240,2025-02-04,0.05,-7.3,5.4,18.0,-1.9,0.31,1.37
MilleLacs,-93.6301,45.9380,1240,2025-02-05,0.00,-7.6,-0.3,7.0,-8.4,0.30,1.00
MilleLacs,-93.6301,45.9380,1240,2025-02-06,0.20,2.9,10.9,19.0,4.8,0.29,1.82
MilleLacs,-93.6301,45.9380,1240,2025-02-07,0.00,-3.9,2.5,9.0,-3.8,0.24,1.05
MilleLacs,-93.6301,45.9380,1240,2025-02-08,0.29,-5.2,5.7,16.7,4.8,0.23,1.47
MilleLacs,-93.6301,45.9380,1240,2025-02-09,0.03,-12.1,3.0,18.2,0.7,0.17,1.28
MilleLacs,-93.6301,45.9380,1240,2025-02-10,0.00,-13.3,0.3,13.9,-5.6,0.17,1.34
MilleLacs,-93.6301,45.9380,1240,2025-02-11,0.00,-19.5,-4.8,10.0,-12.0,0.14,1.37
MilleLacs,-93.6301,45.9380,1240,2025-02-12,0.00,-23.4,-11.3,0.8,-20.5,0.13,0.86
MilleLacs,-93.6301,45.9380,1240,2025-02-13,0.00,-23.1,-8.4,6.2,-16.2,0.13,1.14
MilleLacs,-93.6301,45.9380,1240,2025-02-14,0.00,-17.3,-6.7,3.9,-13.6,0.16,0.97
MilleLacs,-93.6301,45.9380,1240,2025-02-15,0.11,-6.1,4.6,15.4,5.8,0.24,1.03
MilleLacs,-93.6301,45.9380,1240,2025-02-16,0.00,-3.6,5.7,15.0,-2.0,0.39,1.23
MilleLacs,-93.6301,45.9380,1240,2025-02-17,0.00,-19.0,-6.3,6.4,-14.9,0.20,1.21
MilleLacs,-93.6301,45.9380,1240,2025-02-18,0.00,-20.3,-11.3,-2.3,-22.5,0.15,0.74
MilleLacs,-93.6301,45.9380,1240,2025-02-19,0.00,-20.2,-8.4,3.5,-18.4,0.15,0.99
MilleLacs,-93.6301,45.9380,1240,2025-02-20,0.00,-14.7,-3.1,8.6,-8.4,0.22,1.18
MilleLacs,-93.6301,45.9380,1240,2025-02-21,0.00,-5.2,8.2,21.5,-5.0,0.26,2.44
MilleLacs,-93.6301,45.9380,1240,2025-02-22,0.00,-5.4,10.1,25.6,3.6,0.24,2.49
MilleLacs,-93.6301,45.9380,1240,2025-02-23,0.00,9.8,22.3,34.9,17.0,0.44,3.16
MilleLacs,-93.6301,45.9380,1240,2025-02-24,0.00,27.3,35.7,44.1,29.3,0.63,4.05
MilleLacs,-93.6301,45.9380,1240,2025-02-25,0.00,26.8,36.7,46.6,29.4,0.28,5.14
MilleLacs,-93.6301,45.9380,1240,2025-02-26,0.05,26.0,35.6,45.1,30.3,0.14,4.66
MilleLacs,-93.6301,45.9380,1240,2025-02-27,0.00,31.6,40.4,49.2,30.9,0.15,6.23
MilleLacs,-93.6301,45.9380,1240,2025-02-28,0.00,32.0,38.5,45.0,27.2,1.20,5.34
MilleLacs,-93.6301,45.9380,1240,2025-03-01,0.00,6.7,23.4,40.1,10.9,0.62,2.93
MilleLacs,-93.6301,45.9380,1240,2025-03-02,0.00,5.7,14.1,22.6,-2.0,0.41,2.98
MilleLacs,-93.6301,45.9380,1240,2025-03-03,0.00,12.4,25.3,38.2,10.1,0.83,5.45
MilleLacs,-93.6301,45.9380,1240,2025-03-04,0.09,25.6,36.3,47.1,27.3,0.32,6.55
MilleLacs,-93.6301,45.9380,1240,2025-03-05,0.28,23.9,30.1,36.3,28.2,0.11,1.05
MilleLacs,-93.6301,45.9380,1240,2025-03-06,0.00,12.3,21.1,29.8,13.6,0.28,2.54
MilleLacs,-93.6301,45.9380,1240,2025-03-07,0.00,12.2,24.2,36.2,15.0,0.26,4.11
MilleLacs,-93.6301,45.9380,1240,2025-03-08,0.00,14.3,27.5,40.7,14.6,0.42,5.45
MilleLacs,-93.6301,45.9380,1240,2025-03-09,0.00,24.2,36.9,49.5,23.1,0.72,7.57
MilleLacs,-93.6301,45.9380,1240,2025-03-10,0.00,29.7,43.6,57.6,27.7,0.96,10.56
MilleLacs,-93.6301,45.9380,1240,2025-03-11,0.00,21.4,43.3,65.3,26.2,0.82,15.78
MilleLacs,-93.6301,45.9380,1240,2025-03-12,0.00,20.7,30.3,39.9,14.1,0.89,5.72
MilleLacs,-93.6301,45.9380,1240,2025-03-13,0.00,25.5,38.3,51.2,23.7,0.52,7.87
MilleLacs,-93.6301,45.9380,1240,2025-03-14,0.00,27.8,43.7,59.5,31.9,0.83,10.97
MilleLacs,-93.6301,45.9380,1240,2025-03-15,0.70,40.7,55.8,70.9,43.3,0.14,15.62
MilleLacs,-93.6301,45.9380,1240,2025-03-16,0.14,13.5,28.3,43.1,18.4,0.13,1.99
MilleLacs,-93.6301,45.9380,1240,2025-03-17,0.00,13.2,23.8,34.5,13.2,0.67,4.19
MilleLacs,-93.6301,45.9380,1240,2025-03-18,0.00,26.5,41.0,55.6,23.6,0.88,9.33
MilleLacs,-93.6301,45.9380,1240,2025-03-19,0.00,28.6,33.9,39.2,24.2,1.13,3.81
MilleLacs,-93.6301,45.9380,1240,2025-03-20,0.00,20.0,27.1,34.3,17.0,0.60,3.86
MilleLacs,-93.6301,45.9380,1240,2025-03-21,0.00,19.4,32.4,45.3,20.2,0.50,6.76
MilleLacs,-93.6301,45.9380,1240,2025-03-22,0.00,10.1,27.2,44.2,11.1,0.69,6.72
MilleLacs,-93.6301,45.9380,1240,2025-03-23,0.12,10.1,23.3,36.5,10.0,0.58,5.47
MilleLacs,-93.6301,45.9380,1240,2025-03-24,0.00,19.1,27.4,35.6,22.4,0.52,1.65
MilleLacs,-93.6301,45.9380,1240,2025-03-25,0.00,18.5,30.6,42.6,14.7,0.48,6.27
MilleLacs,-93.6301,45.9380,1240,2025-03-26,0.00,21.1,35.8,50.5,20.6,0.47,9.19
MilleLacs,-93.6301,45.9380,1240,2025-03-27,0.00,26.1,38.1,50.0,27.2,0.40,7.33
MilleLacs,-93.6301,45.9380,1240,2025-03-28,0.00,31.3,43.9,56.6,26.7,0.83,10.86
MilleLacs,-93.6301,45.9380,1240,2025-03-29,0.02,30.4,39.0,47.6,29.8,0.38,3.94
MilleLacs,-93.6301,45.9380,1240,2025-03-30,0.37,27.9,30.6,33.3,26.9,0.36,1.39
MilleLacs,-93.6301,45.9380,1240,2025-03-31,0.00,24.2,28.6,33.0,23.2,0.26,2.08
MilleLacs,-93.6301,45.9380,1240,2025-04-01,0.00,24.0,34.0,44.0,14.1,1.42,7.07
MilleLacs,-93.6301,45.9380,1240,2025-04-02,0.33,26.0,31.1,36.1,25.3,0.16,3.44
MilleLacs,-93.6301,45.9380,1240,2025-04-03,0.63,29.9,31.5,33.1,30.4,0.05,0.67
MilleLacs,-93.6301,45.9380,1240,2025-04-04,0.00,24.8,32.0,39.2,27.7,0.14,2.76
MilleLacs,-93.6301,45.9380,1240,2025-04-05,0.02,24.2,33.1,42.0,28.8,0.14,3.38
MilleLacs,-93.6301,45.9380,1240,2025-04-06,0.00,21.9,30.3,38.7,16.6,0.42,5.18
MilleLacs,-93.6301,45.9380,1240,2025-04-07,0.00,19.2,36.5,53.8,16.9,0.57,10.07
MilleLacs,-93.6301,45.9380,1240,2025-04-08,0.00,15.3,25.1,34.9,7.7,0.44,4.97
MilleLacs,-93.6301,45.9380,1240,2025-04-09,0.00,16.4,30.8,45.2,10.8,0.50,8.07
MilleLacs,-93.6301,45.9380,1240,2025-04-10,0.08,31.5,44.2,56.9,29.2,0.40,10.43
MilleLacs,-93.6301,45.9380,1240,2025-04-11,0.02,26.7,34.7,42.8,33.5,0.00,2.23
MilleLacs,-93.6301,45.9380,1240,2025-04-12,0.00,31.4,43.5,55.7,32.7,0.07,8.71
MilleLacs,-93.6301,45.9380,1240,2025-04-13,0.00,37.1,49.2,61.4,36.4,1.51,11.05
MilleLacs,-93.6301,45.9380,1240,2025-04-14,0.03,37.2,52.0,66.8,39.0,0.53,13.70
MilleLacs,-93.6301,45.9380,1240,2025-04-15,0.00,31.7,37.4,43.2,30.9,0.76,3.41
MilleLacs,-93.6301,45.9380,1240,2025-04-16,0.00,26.4,38.0,49.6,23.4,0.82,7.80
MilleLacs,-93.6301,45.9380,1240,2025-04-17,0.00,28.8,42.2,55.7,23.1,1.17,11.18
MilleLacs,-93.6301,45.9380,1240,2025-04-18,0.07,39.5,50.4,61.3,39.0,0.69,10.92
MilleLacs,-93.6301,45.9380,1240,2025-04-19,0.00,26.9,39.4,51.9,29.0,0.69,7.38
MilleLacs,-93.6301,45.9380,1240,2025-04-20,0.00,28.0,39.7,51.5,21.7,0.98,9.17
MilleLacs,-93.6301,45.9380,1240,2025-04-21,0.12,33.5,42.6,51.7,30.1,0.50,8.72
MilleLacs,-93.6301,45.9380,1240,2025-04-22,0.13,36.4,49.0,61.6,29.4,0.54,14.38
MilleLacs,-93.6301,45.9380,1240,2025-04-23,0.02,39.1,51.7,64.3,37.2,0.76,14.23
MilleLacs,-93.6301,45.9380,1240,2025-04-24,0.00,31.2,46.0,60.9,32.3,0.31,12.48
MilleLacs,-93.6301,45.9380,1240,2025-04-25,0.04,35.1,44.0,52.8,35.3,0.55,6.81
MilleLacs,-93.6301,45.9380,1240,2025-04-26,0.00,28.8,43.9,58.9,31.1,0.39,11.50
MilleLacs,-93.6301,45.9380,1240,2025-04-27,0.11,31.7,47.0,62.3,29.1,0.61,14.85
MilleLacs,-93.6301,45.9380,1240,2025-04-28,0.12,44.9,52.7,60.4,43.7,1.30,9.12
MilleLacs,-93.6301,45.9380,1240,2025-04-29,0.39,33.9,50.5,67.0,50.5,0.10,5.06
MilleLacs,-93.6301,45.9380,1240,2025-04-30,0.00,32.1,42.9,53.8,26.1,0.83,9.87
MilleLacs,-93.6301,45.9380,1240,2025-05-01,0.00,35.0,51.8,68.6,32.2,1.28,17.45
MilleLacs,-93.6301,45.9380,1240,2025-05-02,0.58,38.6,52.1,65.6,42.5,0.27,12.58
MilleLacs,-93.6301,45.9380,1240,2025-05-03,0.03,29.1,38.8,48.5,34.5,0.09,4.14
MilleLacs,-93.6301,45.9380,1240,2025-05-04,0.00,33.0,50.0,67.0,36.8,0.11,15.22
MilleLacs,-93.6301,45.9380,1240,2025-05-05,0.00,42.5,61.2,80.0,38.0,1.51,27.02
MilleLacs,-93.6301,45.9380,1240,2025-05-06,0.00,44.0,60.8,77.7,37.5,1.83,24.51
MilleLacs,-93.6301,45.9380,1240,2025-05-07,0.00,47.3,65.0,82.8,39.1,3.36,30.00
MilleLacs,-93.6301,45.9380,1240,2025-05-08,0.00,35.0,49.3,63.6,32.3,1.36,13.40
MilleLacs,-93.6301,45.9380,1240,2025-05-09,0.00,36.3,52.8,69.2,29.9,1.27,19.51
MilleLacs,-93.6301,45.9380,1240,2025-05-10,0.00,44.4,63.6,82.7,37.7,2.69,28.16
MilleLacs,-93.6301,45.9380,1240,2025-05-11,0.00,48.1,59.4,70.7,35.2,3.93,18.62
MilleLacs,-93.6301,45.9380,1240,2025-05-12,0.00,55.4,72.5,89.6,40.6,7.77,37.72
MilleLacs,-93.6301,45.9380,1240,2025-05-13,0.00,52.4,68.2,83.9,38.8,3.32,32.32
MilleLacs,-93.6301,45.9380,1240,2025-05-14,0.00,58.6,72.0,85.4,52.1,1.62,28.85
MilleLacs,-93.6301,45.9380,1240,2025-05-15,0.01,58.4,71.7,85.0,57.6,1.34,25.85
MilleLacs,-93.6301,45.9380,1240,2025-05-16,0.43,46.9,62.4,78.0,52.5,0.68,13.03
MilleLacs,-93.6301,45.9380,1240,2025-05-17,0.22,42.9,46.6,50.3,45.0,0.21,1.96
MilleLacs,-93.6301,45.9380,1240,2025-05-18,0.00,33.2,40.3,47.3,36.8,0.24,3.17
MilleLacs,-93.6301,45.9380,1240,2025-05-19,0.00,33.9,43.7,53.5,33.1,0.76,6.74
MilleLacs,-93.6301,45.9380,1240,2025-05-20,0.78,35.3,43.1,50.9,34.5,0.31,5.91
MilleLacs,-93.6301,45.9380,1240,2025-05-21,0.98,37.8,40.3,42.7,38.0,0.09,1.97
MilleLacs,-93.6301,45.9380,1240,2025-05-22,0.00,35.9,43.0,50.0,38.1,0.21,4.01
MilleLacs,-93.6301,45.9380,1240,2025-05-23,0.00,35.0,50.7,66.3,33.7,0.48,16.03
MilleLacs,-93.6301,45.9380,1240,2025-05-24,0.00,35.4,48.9,62.4,36.0,0.21,12.35
MilleLacs,-93.6301,45.9380,1240,2025-05-25,0.00,35.7,51.0,66.3,34.5,0.20,16.68
MilleLacs,-93.6301,45.9380,1240,2025-05-26,0.00,40.0,55.1,70.2,37.9,0.41,18.72
MilleLacs,-93.6301,45.9380,1240,2025-05-27,0.00,46.1,59.6,73.1,40.7,1.09,20.97
MilleLacs,-93.6301,45.9380,1240,2025-05-28,0.07,48.7,58.1,67.5,47.0,0.39,14.17
MilleLacs,-93.6301,45.9380,1240,2025-05-29,0.04,49.3,58.5,67.8,47.8,0.47,13.55
MilleLacs,-93.6301,45.9380,1240,2025-05-30,0.00,51.7,63.0,74.3,48.0,1.57,18.46
MilleLacs,-93.6301,45.9380,1240,2025-05-31,0.00,50.7,63.6,76.5,47.6,1.57,19.86
MilleLacs,-93.6301,45.9380,1240,2025-06-01,0.00,45.5,61.1,76.7,45.3,0.84,21.15
MilleLacs,-93.6301,45.9380,1240,2025-06-02,0.00,49.2,63.7,78.1,53.0,1.67,17.03
MilleLacs,-93.6301,45.9380,1240,2025-06-03,0.13,53.0,69.8,86.7,55.9,0.26,28.25
MilleLacs,-93.6301,45.9380,1240,2025-06-04,0.04,41.7,55.4,69.1,47.3,0.15,14.46
MilleLacs,-93.6301,45.9380,1240,2025-06-05,0.01,43.1,59.0,74.9,43.0,0.23,21.40
MilleLacs,-93.6301,45.9380,1240,2025-06-06,0.50,49.7,63.4,77.1,51.3,0.10,22.36
MilleLacs,-93.6301,45.9380,1240,2025-06-07,0.25,51.9,58.5,65.2,53.2,0.21,7.82
MilleLacs,-93.6301,45.9380,1240,2025-06-08,0.26,52.8,64.8,76.8,55.7,0.18,16.81
MilleLacs,-93.6301,45.9380,1240,2025-06-09,0.04,49.0,56.4,63.8,47.7,0.52,9.30
MilleLacs,-93.6301,45.9380,1240,2025-06-10,0.00,51.5,57.9,64.2,49.7,1.02,8.43
MilleLacs,-93.6301,45.9380,1240,2025-06-11,0.00,54.4,66.1,77.8,52.8,1.62,18.81
MilleLacs,-93.6301,45.9380,1240,2025-06-12,0.00,53.4,62.8,72.1,52.0,1.17,14.55
MilleLacs,-93.6301,45.9380,1240,2025-06-13,0.26,48.4,56.2,63.9,49.4,0.23,8.57
MilleLacs,-93.6301,45.9380,1240,2025-06-14,0.60,47.3,50.0,52.8,48.9,0.11,1.03
MilleLacs,-93.6301,45.9380,1240,2025-06-15,0.00,47.7,54.0,60.2,50.3,0.15,4.21
MilleLacs,-93.6301,45.9380,1240,2025-06-16,0.04,51.6,58.4,65.2,56.7,0.11,4.50
MilleLacs,-93.6301,45.9380,1240,2025-06-17,0.77,57.4,67.3,77.1,62.9,0.09,9.02
MilleLacs,-93.6301,45.9380,1240,2025-06-18,0.02,54.0,65.1,76.1,59.6,0.09,12.40
MilleLacs,-93.6301,45.9380,1240,2025-06-19,0.06,55.1,67.4,79.7,57.3,0.34,19.45
MilleLacs,-93.6301,45.9380,1240,2025-06-20,0.40,60.2,71.0,81.9,59.1,0.53,20.96
MilleLacs,-93.6301,45.9380,1240,2025-06-21,0.00,64.2,72.1,79.9,65.7,1.78,12.02
MilleLacs,-93.6301,45.9380,1240,2025-06-22,0.00,67.8,78.9,90.0,72.3,3.60,18.83
MilleLacs,-93.6301,45.9380,1240,2025-06-23,0.15,65.9,77.8,89.7,71.6,0.91,18.26
MilleLacs,-93.6301,45.9380,1240,2025-06-24,0.01,51.6,64.2,76.8,56.2,0.63,16.42
MilleLacs,-93.6301,45.9380,1240,2025-06-25,0.03,56.0,65.6,75.2,52.7,1.23,17.06
MilleLacs,-93.6301,45.9380,1240,2025-06-26,0.68,55.3,58.5,61.7,54.7,0.42,4.56
